state	sex	race	age	education	party	ideology	state_contestedness	vote
CA	male	white	30-44	some college	other	moderate	solid A	A
CA	male	white	45-64	college graduate	B	conservative	solid A	B
CA	male	white	30-44	high school graduate	A	liberal	solid A	A
CA	male	other	45-64	some college	B	moderate	solid A	A
CA	female	hispanic	18-29	some college	A	moderate	solid A	A
CA	male	white	18-29	some college	other	conservative	solid A	A
CA	male	white	18-29	college graduate	B	conservative	solid A	A
CA	female	white	45-64	high school graduate	A	liberal	solid A	A
CA	male	other	30-44	college graduate	B	conservative	solid A	B
CA	female	white	30-44	college graduate	B	moderate	solid A	B
CA	female	hispanic	18-29	some college	A	liberal	solid A	A
CA	female	black	65+	high school graduate	A	moderate	solid A	A
CA	female	white	45-64	college graduate	A	moderate	solid A	A
CA	male	hispanic	18-29	didn't graduate from HS	B	conservative	solid A	A
CA	female	white	65+	college graduate	A	liberal	solid A	A
CA	female	white	65+	college graduate	other	liberal	solid A	A
CA	male	hispanic	30-44	some college	B	conservative	solid A	B
CA	female	white	65+	college graduate	A	liberal	solid A	A
CA	male	white	45-64	college graduate	A	liberal	solid A	A
CA	male	white	45-64	college graduate	B	conservative	solid A	B
CA	female	white	45-64	college graduate	A	liberal	solid A	A
CA	male	white	30-44	college graduate	A	liberal	solid A	A
CA	female	white	45-64	college graduate	other	liberal	solid A	B
CA	female	hispanic	18-29	college graduate	other	liberal	solid A	B
CA	female	black	30-44	high school graduate	other	conservative	solid A	A
CA	male	white	45-64	some college	A	moderate	solid A	A
CA	female	white	18-29	college graduate	A	moderate	solid A	A
CA	female	hispanic	65+	some college	A	liberal	solid A	A
CA	male	white	45-64	some college	B	conservative	solid A	B
CA	female	white	45-64	college graduate	A	moderate	solid A	A
CA	female	hispanic	30-44	college graduate	other	moderate	solid A	A
CA	male	hispanic	30-44	some college	B	moderate	solid A	B
CA	female	other	45-64	college graduate	A	liberal	solid A	A
CA	male	white	45-64	college graduate	B	moderate	solid A	A
CA	female	white	18-29	some college	other	moderate	solid A	A
CA	female	white	18-29	some college	B	conservative	solid A	B
CA	male	white	30-44	college graduate	B	conservative	solid A	B
CA	male	white	30-44	college graduate	other	liberal	solid A	A
CA	male	white	45-64	college graduate	B	conservative	solid A	B
CA	female	hispanic	45-64	some college	other	moderate	solid A	A
CA	female	hispanic	30-44	high school graduate	A	conservative	solid A	A
CA	male	hispanic	18-29	high school graduate	other	liberal	solid A	A
CA	female	other	45-64	college graduate	A	liberal	solid A	A
CA	female	white	18-29	high school graduate	B	conservative	solid A	B
CA	male	white	65+	some college	A	liberal	solid A	A
CA	female	white	30-44	some college	A	liberal	solid A	A
CA	female	white	30-44	college graduate	B	moderate	solid A	B
CA	male	white	45-64	some college	other	conservative	solid A	B
CA	male	hispanic	45-64	college graduate	A	moderate	solid A	A
CA	male	white	30-44	college graduate	A	moderate	solid A	B
CA	female	white	45-64	college graduate	A	liberal	solid A	A
CA	male	white	45-64	college graduate	other	moderate	solid A	A
CA	female	white	45-64	college graduate	other	liberal	solid A	A
CA	male	white	18-29	some college	A	liberal	solid A	A
CA	male	hispanic	45-64	some college	A	conservative	solid A	A
CA	female	white	65+	college graduate	B	moderate	solid A	B
CA	female	other	45-64	college graduate	other	conservative	solid A	B
CA	male	white	30-44	college graduate	A	moderate	solid A	A
CA	female	white	65+	some college	other	moderate	solid A	B
CA	male	white	30-44	college graduate	A	liberal	solid A	A
CA	female	white	65+	high school graduate	A	moderate	solid A	A
CA	male	hispanic	45-64	some college	A	moderate	solid A	A
CA	female	white	18-29	college graduate	A	liberal	solid A	A
CA	male	white	65+	high school graduate	B	moderate	solid A	B
CA	male	white	18-29	some college	B	conservative	solid A	B
CA	female	white	18-29	some college	A	moderate	solid A	A
CA	female	white	30-44	college graduate	other	moderate	solid A	A
CA	male	white	18-29	college graduate	B	liberal	solid A	B
CA	male	hispanic	18-29	college graduate	A	liberal	solid A	A
CA	male	white	45-64	some college	A	liberal	solid A	A
CA	male	white	65+	college graduate	B	conservative	solid A	B
CA	male	other	30-44	college graduate	A	moderate	solid A	A
CA	male	white	18-29	some college	A	liberal	solid A	A
CA	male	white	65+	college graduate	A	moderate	solid A	A
CA	female	white	30-44	some college	A	moderate	solid A	A
CA	male	white	45-64	college graduate	A	moderate	solid A	A
CA	male	hispanic	30-44	college graduate	other	moderate	solid A	A
CA	male	white	45-64	college graduate	other	moderate	solid A	A
CA	female	white	18-29	college graduate	B	moderate	solid A	A
CA	female	white	45-64	college graduate	other	liberal	solid A	A
CA	male	white	45-64	some college	other	moderate	solid A	A
CA	male	hispanic	30-44	college graduate	B	moderate	solid A	A
CA	female	other	30-44	some college	A	conservative	solid A	A
CA	male	white	45-64	high school graduate	other	moderate	solid A	B
CA	male	white	45-64	college graduate	B	conservative	solid A	B
CA	male	hispanic	30-44	some college	A	moderate	solid A	A
CA	male	white	45-64	college graduate	other	moderate	solid A	B
CA	female	white	30-44	college graduate	A	liberal	solid A	A
CA	female	white	18-29	college graduate	A	moderate	solid A	A
CA	male	white	65+	some college	B	conservative	solid A	B
CA	male	white	65+	college graduate	A	moderate	solid A	A
CA	female	other	30-44	college graduate	A	moderate	solid A	A
CA	female	white	45-64	college graduate	A	liberal	solid A	A
CA	female	black	45-64	high school graduate	other	moderate	solid A	A
CA	male	white	45-64	college graduate	A	conservative	solid A	A
CA	male	white	18-29	some college	other	moderate	solid A	A
CA	female	white	65+	high school graduate	other	liberal	solid A	A
CA	female	black	45-64	some college	A	liberal	solid A	A
CA	female	black	30-44	high school graduate	A	liberal	solid A	A
CA	female	white	45-64	college graduate	B	conservative	solid A	B
CA	male	white	30-44	college graduate	B	conservative	solid A	B
CA	female	hispanic	18-29	college graduate	other	moderate	solid A	A
CA	female	white	45-64	high school graduate	B	conservative	solid A	B
CA	male	white	45-64	some college	other	conservative	solid A	B
CA	female	white	30-44	college graduate	B	conservative	solid A	B
CA	female	white	18-29	high school graduate	other	liberal	solid A	A
CA	female	other	45-64	high school graduate	A	moderate	solid A	A
CA	female	white	30-44	college graduate	B	liberal	solid A	B
CA	female	other	18-29	some college	other	moderate	solid A	A
CA	male	white	65+	college graduate	B	conservative	solid A	B
CA	male	white	30-44	college graduate	other	moderate	solid A	A
CA	male	hispanic	30-44	some college	B	moderate	solid A	B
CA	female	white	18-29	college graduate	A	liberal	solid A	A
CA	male	white	18-29	college graduate	A	liberal	solid A	A
CA	female	white	45-64	college graduate	A	moderate	solid A	A
CA	female	other	45-64	college graduate	B	moderate	solid A	A
CA	female	white	65+	college graduate	B	conservative	solid A	B
CA	male	white	65+	some college	other	conservative	solid A	A
CA	male	white	65+	college graduate	A	moderate	solid A	A
CA	female	black	45-64	didn't graduate from HS	A	moderate	solid A	A
CA	female	hispanic	45-64	college graduate	A	liberal	solid A	A
CA	female	white	45-64	college graduate	A	liberal	solid A	A
CA	female	white	45-64	college graduate	other	moderate	solid A	A
CA	male	white	30-44	college graduate	A	moderate	solid A	A
CA	female	hispanic	18-29	college graduate	A	liberal	solid A	A
CA	male	white	45-64	college graduate	B	conservative	solid A	B
CA	female	white	45-64	some college	A	moderate	solid A	A
CA	male	white	18-29	didn't graduate from HS	B	moderate	solid A	B
CA	male	hispanic	18-29	high school graduate	other	liberal	solid A	A
CA	female	white	30-44	some college	other	liberal	solid A	A
CA	female	hispanic	18-29	college graduate	A	conservative	solid A	A
CA	male	white	45-64	college graduate	other	conservative	solid A	B
CA	female	white	18-29	college graduate	A	liberal	solid A	A
CA	male	white	65+	college graduate	A	moderate	solid A	A
CA	male	white	45-64	high school graduate	B	moderate	solid A	B
CA	female	white	30-44	college graduate	other	moderate	solid A	A
CA	male	other	18-29	some college	A	liberal	solid A	A
CA	female	hispanic	45-64	some college	A	moderate	solid A	B
CA	male	white	18-29	college graduate	A	liberal	solid A	A
CA	female	other	45-64	some college	B	conservative	solid A	B
CA	male	black	18-29	college graduate	A	moderate	solid A	A
CA	male	hispanic	18-29	high school graduate	A	moderate	solid A	A
CA	male	other	30-44	some college	other	conservative	solid A	A
CA	male	white	45-64	some college	A	moderate	solid A	A
CA	female	white	30-44	college graduate	B	conservative	solid A	B
CA	female	hispanic	45-64	didn't graduate from HS	B	moderate	solid A	B
CA	female	white	45-64	college graduate	A	liberal	solid A	A
CA	male	white	45-64	college graduate	A	liberal	solid A	A
CA	male	white	30-44	some college	other	moderate	solid A	A
CA	male	white	45-64	high school graduate	other	liberal	solid A	A
CA	female	white	45-64	college graduate	B	moderate	solid A	B
CA	female	hispanic	45-64	college graduate	other	liberal	solid A	A
CA	male	white	65+	college graduate	B	conservative	solid A	B
CA	male	white	65+	college graduate	other	conservative	solid A	B
CA	male	white	18-29	college graduate	other	liberal	solid A	A
CA	female	white	30-44	high school graduate	B	conservative	solid A	B
CA	female	other	65+	high school graduate	A	liberal	solid A	A
CA	female	white	65+	college graduate	other	moderate	solid A	A
CA	male	white	30-44	college graduate	other	conservative	solid A	A
CA	female	other	30-44	college graduate	A	conservative	solid A	A
CA	female	white	45-64	college graduate	other	liberal	solid A	A
CA	female	white	30-44	college graduate	A	liberal	solid A	A
CA	male	white	45-64	high school graduate	A	moderate	solid A	A
CA	female	white	45-64	some college	B	moderate	solid A	B
CA	female	white	45-64	high school graduate	other	moderate	solid A	A
CA	female	white	18-29	college graduate	B	moderate	solid A	A
CA	female	white	45-64	college graduate	A	moderate	solid A	A
CA	male	hispanic	18-29	some college	other	liberal	solid A	A
CA	male	white	45-64	high school graduate	A	moderate	solid A	A
CA	male	other	18-29	college graduate	A	liberal	solid A	B
CA	male	white	45-64	college graduate	other	moderate	solid A	A
CA	male	white	65+	college graduate	other	moderate	solid A	A
CA	male	white	65+	college graduate	A	moderate	solid A	A
CA	female	black	30-44	some college	A	moderate	solid A	A
CA	female	white	30-44	some college	A	moderate	solid A	A
CA	female	white	65+	college graduate	other	moderate	solid A	A
CA	male	other	30-44	college graduate	other	liberal	solid A	A
CA	female	white	30-44	some college	A	conservative	solid A	B
CA	female	hispanic	18-29	college graduate	A	liberal	solid A	A
CA	female	white	30-44	college graduate	B	conservative	solid A	B
CA	female	black	45-64	some college	A	moderate	solid A	A
CA	female	black	65+	high school graduate	A	moderate	solid A	A
CA	male	hispanic	18-29	some college	A	liberal	solid A	A
CA	male	white	65+	college graduate	other	moderate	solid A	A
CA	female	white	45-64	some college	A	moderate	solid A	A
CA	male	white	45-64	college graduate	other	moderate	solid A	B
CA	male	white	45-64	college graduate	other	conservative	solid A	B
CA	male	white	45-64	some college	other	moderate	solid A	B
CA	male	white	45-64	college graduate	B	moderate	solid A	A
CA	male	white	45-64	some college	B	conservative	solid A	B
CA	male	black	18-29	college graduate	A	moderate	solid A	A
CA	female	white	65+	high school graduate	other	conservative	solid A	B
CA	male	white	45-64	college graduate	other	moderate	solid A	A
CA	female	white	65+	college graduate	other	liberal	solid A	A
CA	female	hispanic	18-29	high school graduate	B	moderate	solid A	A
CA	male	white	45-64	college graduate	A	moderate	solid A	A
CA	female	hispanic	45-64	college graduate	B	moderate	solid A	B
CA	male	hispanic	18-29	high school graduate	A	liberal	solid A	A
CA	female	other	45-64	college graduate	A	conservative	solid A	B
CA	male	white	45-64	some college	A	moderate	solid A	A
CA	female	white	45-64	college graduate	other	conservative	solid A	A
CA	female	hispanic	30-44	college graduate	B	conservative	solid A	B
CA	female	white	45-64	some college	B	conservative	solid A	B
CA	female	hispanic	30-44	high school graduate	A	moderate	solid A	A
CA	male	hispanic	18-29	some college	B	conservative	solid A	B
CA	male	white	65+	didn't graduate from HS	A	moderate	solid A	A
CA	male	white	45-64	college graduate	A	moderate	solid A	A
CA	male	white	65+	college graduate	B	conservative	solid A	B
CA	female	hispanic	45-64	some college	A	moderate	solid A	A
CA	male	white	18-29	some college	A	liberal	solid A	A
CA	male	white	65+	college graduate	B	moderate	solid A	B
CA	female	hispanic	30-44	college graduate	other	liberal	solid A	A
CA	female	white	18-29	some college	other	liberal	solid A	A
CA	male	white	30-44	college graduate	other	moderate	solid A	B
CA	female	white	65+	some college	B	conservative	solid A	B
CA	female	white	30-44	college graduate	other	moderate	solid A	B
CA	female	hispanic	30-44	college graduate	A	moderate	solid A	A
CA	female	white	18-29	college graduate	A	moderate	solid A	A
CA	male	hispanic	18-29	high school graduate	A	liberal	solid A	A
CA	female	hispanic	65+	didn't graduate from HS	A	liberal	solid A	A
CA	female	white	45-64	college graduate	B	conservative	solid A	B
CA	female	other	18-29	some college	A	liberal	solid A	A
CA	female	white	45-64	some college	B	moderate	solid A	A
CA	female	other	30-44	college graduate	other	liberal	solid A	A
CA	female	black	30-44	high school graduate	A	moderate	solid A	A
CA	female	other	45-64	college graduate	A	liberal	solid A	A
CA	male	white	65+	didn't graduate from HS	B	moderate	solid A	B
CA	male	white	45-64	college graduate	B	conservative	solid A	B
CA	male	white	18-29	some college	other	moderate	solid A	B
CA	female	white	45-64	college graduate	A	liberal	solid A	A
CA	male	hispanic	18-29	some college	other	liberal	solid A	B
CA	female	other	30-44	college graduate	A	liberal	solid A	A
CA	female	white	30-44	college graduate	A	liberal	solid A	A
CA	male	white	30-44	college graduate	other	moderate	solid A	A
CA	female	hispanic	18-29	some college	A	liberal	solid A	A
CA	male	other	45-64	some college	B	conservative	solid A	B
CA	male	white	45-64	high school graduate	B	liberal	solid A	B
CA	female	white	30-44	some college	A	liberal	solid A	A
CA	female	white	65+	college graduate	B	conservative	solid A	B
CA	female	other	18-29	some college	B	conservative	solid A	B
CA	female	white	45-64	college graduate	B	conservative	solid A	A
CA	male	white	18-29	some college	A	liberal	solid A	A
CA	female	white	45-64	college graduate	A	moderate	solid A	A
