state	sex	race	age	education	ideology	vote
WV	female	white	18-29	some college	conservative	B
NC	female	white	30-44	college graduate	moderate	B
GA	female	white	30-44	some college	conservative	B
KS	female	white	45-64	high school graduate	moderate	B
NY	female	white	45-64	high school graduate	moderate	A
IA	female	white	18-29	some college	liberal	A
CA	female	black	18-29	some college	liberal	A
CA	male	white	65+	college graduate	conservative	B
CA	male	other	45-64	some college	conservative	B
NY	female	white	18-29	some college	liberal	A
CA	female	white	30-44	college graduate	moderate	A
WV	female	white	30-44	high school graduate	moderate	B
FL	female	white	45-64	college graduate	liberal	A
FL	female	hispanic	30-44	college graduate	conservative	A
CA	male	black	18-29	college graduate	moderate	A
CA	female	hispanic	45-64	college graduate	moderate	A
WV	female	white	30-44	high school graduate	moderate	B
IN	male	white	30-44	high school graduate	moderate	B
AR	female	white	30-44	college graduate	conservative	B
MS	male	white	18-29	high school graduate	moderate	B
IN	female	white	65+	some college	moderate	A
NJ	female	white	65+	high school graduate	moderate	B
IA	female	white	45-64	some college	conservative	B
NJ	female	white	30-44	some college	conservative	A
MS	female	white	18-29	some college	moderate	B
CA	female	black	30-44	some college	moderate	A
PA	male	white	45-64	high school graduate	liberal	A
LA	female	white	30-44	some college	liberal	A
PA	female	white	30-44	college graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
MN	male	white	30-44	high school graduate	moderate	A
MO	male	white	45-64	high school graduate	conservative	B
NY	male	black	30-44	some college	moderate	A
NE	male	white	45-64	some college	liberal	A
FL	female	white	65+	high school graduate	liberal	A
KS	male	black	45-64	some college	moderate	A
GA	male	black	30-44	high school graduate	conservative	A
CA	female	hispanic	30-44	college graduate	conservative	B
NY	female	white	30-44	college graduate	moderate	A
TX	female	white	65+	high school graduate	conservative	B
IL	female	white	65+	high school graduate	moderate	A
IN	female	white	65+	high school graduate	liberal	A
TX	female	hispanic	18-29	some college	moderate	A
WI	female	white	18-29	high school graduate	conservative	B
KY	male	white	18-29	some college	conservative	B
GA	female	black	45-64	some college	liberal	A
MD	female	white	45-64	college graduate	liberal	A
FL	male	white	65+	college graduate	conservative	B
IA	male	white	18-29	some college	moderate	B
NJ	male	black	30-44	high school graduate	moderate	A
OH	female	white	65+	college graduate	liberal	A
PA	male	white	30-44	college graduate	moderate	B
MN	male	white	30-44	college graduate	conservative	B
MO	female	white	45-64	high school graduate	conservative	B
CA	female	hispanic	18-29	didn't graduate from HS	liberal	A
CA	male	white	65+	some college	conservative	B
NC	female	white	18-29	high school graduate	conservative	B
PA	male	other	30-44	college graduate	conservative	B
NJ	male	black	45-64	some college	liberal	A
OK	female	white	45-64	college graduate	conservative	B
MN	female	white	45-64	some college	moderate	B
NY	female	white	30-44	college graduate	liberal	A
CA	male	white	30-44	college graduate	liberal	A
PA	male	white	18-29	college graduate	moderate	A
VA	female	black	30-44	college graduate	moderate	A
FL	female	hispanic	30-44	college graduate	conservative	B
GA	female	white	45-64	high school graduate	conservative	B
TX	male	white	45-64	college graduate	conservative	A
OH	male	black	30-44	high school graduate	moderate	A
CA	female	black	45-64	college graduate	liberal	A
IN	male	white	45-64	some college	liberal	A
IL	male	hispanic	65+	didn't graduate from HS	moderate	A
PA	male	white	45-64	high school graduate	conservative	B
WA	male	white	45-64	college graduate	moderate	other
AL	female	white	45-64	high school graduate	moderate	B
CA	female	white	18-29	some college	liberal	A
CA	male	white	45-64	college graduate	moderate	A
LA	female	black	18-29	didn't graduate from HS	moderate	A
CA	female	white	65+	some college	moderate	B
CA	female	white	18-29	college graduate	liberal	A
KS	male	black	45-64	some college	liberal	B
PA	female	white	45-64	college graduate	moderate	B
OH	female	white	45-64	some college	moderate	B
NJ	male	black	30-44	some college	moderate	A
WI	male	white	45-64	college graduate	conservative	B
IL	female	white	30-44	college graduate	conservative	B
NY	male	white	45-64	high school graduate	conservative	B
MN	female	other	45-64	some college	conservative	A
MT	female	white	45-64	college graduate	conservative	A
MI	female	black	45-64	college graduate	moderate	A
NJ	male	white	30-44	college graduate	moderate	A
GA	female	black	30-44	some college	moderate	A
CO	male	white	65+	college graduate	moderate	A
NY	female	white	30-44	college graduate	moderate	A
CA	female	white	65+	some college	conservative	B
MA	male	white	45-64	didn't graduate from HS	moderate	A
VA	female	white	65+	college graduate	moderate	A
NJ	female	white	65+	college graduate	conservative	A
GA	female	white	18-29	college graduate	moderate	B
LA	male	hispanic	45-64	some college	moderate	A
NY	female	black	18-29	college graduate	liberal	A
MI	male	white	30-44	some college	conservative	B
OK	male	white	65+	college graduate	moderate	A
MD	male	white	45-64	college graduate	moderate	B
FL	female	white	18-29	college graduate	conservative	A
PA	female	white	65+	high school graduate	conservative	B
IN	female	white	30-44	some college	liberal	A
NY	male	white	30-44	college graduate	moderate	A
CT	male	white	18-29	college graduate	liberal	A
NC	female	white	45-64	some college	conservative	B
VA	male	white	65+	college graduate	moderate	B
LA	male	black	45-64	college graduate	moderate	A
NJ	female	white	45-64	high school graduate	conservative	B
MA	male	hispanic	18-29	college graduate	moderate	A
IA	male	white	18-29	some college	conservative	B
OK	female	white	30-44	some college	conservative	B
CO	female	white	45-64	some college	liberal	A
NY	male	other	45-64	high school graduate	moderate	A
FL	female	hispanic	18-29	high school graduate	liberal	A
MO	male	white	30-44	college graduate	moderate	B
LA	female	white	45-64	high school graduate	conservative	B
IL	male	white	65+	some college	conservative	B
IA	female	white	30-44	high school graduate	moderate	A
NC	female	white	45-64	high school graduate	moderate	B
PA	female	white	45-64	college graduate	liberal	A
VA	male	white	45-64	some college	moderate	B
OH	male	white	65+	some college	moderate	A
CA	female	other	30-44	college graduate	liberal	A
TN	female	white	30-44	college graduate	moderate	B
WA	female	hispanic	18-29	some college	moderate	other
MI	female	white	30-44	college graduate	conservative	B
NY	male	white	18-29	high school graduate	conservative	B
NE	male	white	18-29	some college	liberal	A
VA	female	white	45-64	some college	moderate	B
NE	female	white	45-64	some college	conservative	B
OH	female	white	45-64	some college	conservative	B
KY	male	white	45-64	some college	conservative	B
WA	female	white	30-44	some college	conservative	B
NC	male	white	45-64	some college	conservative	B
IA	female	white	18-29	high school graduate	conservative	A
TX	male	hispanic	18-29	some college	liberal	B
WI	male	white	45-64	didn't graduate from HS	moderate	A
TX	male	white	45-64	college graduate	conservative	B
MA	male	white	30-44	college graduate	moderate	B
LA	female	white	30-44	didn't graduate from HS	liberal	A
MD	female	black	45-64	some college	conservative	A
CA	female	other	45-64	college graduate	conservative	A
LA	female	black	30-44	high school graduate	moderate	A
CT	female	white	45-64	college graduate	liberal	A
LA	female	white	45-64	college graduate	conservative	B
IL	female	white	18-29	college graduate	liberal	A
LA	male	white	45-64	high school graduate	liberal	A
GA	male	white	45-64	high school graduate	moderate	B
FL	female	white	30-44	college graduate	moderate	B
IN	male	hispanic	45-64	college graduate	moderate	A
NY	female	hispanic	18-29	some college	liberal	A
CA	male	white	65+	high school graduate	conservative	other
TX	female	white	45-64	college graduate	conservative	B
FL	female	white	65+	some college	conservative	B
NM	female	other	18-29	high school graduate	moderate	A
NY	female	white	45-64	college graduate	liberal	A
CO	male	white	45-64	college graduate	conservative	A
CA	male	white	18-29	college graduate	moderate	A
NH	male	white	30-44	college graduate	moderate	B
NV	female	white	65+	college graduate	conservative	B
OH	female	white	45-64	some college	conservative	B
NJ	female	white	45-64	college graduate	moderate	B
CA	male	white	65+	college graduate	conservative	B
GA	female	white	18-29	high school graduate	conservative	B
OH	male	white	18-29	some college	moderate	B
IL	male	white	30-44	college graduate	moderate	A
TX	female	hispanic	30-44	some college	moderate	A
CA	male	hispanic	18-29	some college	moderate	A
CA	female	white	18-29	college graduate	moderate	A
NC	male	white	45-64	college graduate	liberal	A
CA	female	other	45-64	some college	moderate	A
OH	male	white	65+	college graduate	conservative	B
CA	female	other	45-64	some college	moderate	A
TX	female	white	18-29	high school graduate	conservative	B
CA	male	white	30-44	college graduate	liberal	A
CA	female	white	45-64	some college	conservative	B
NJ	female	white	30-44	college graduate	conservative	B
IN	male	white	30-44	some college	moderate	B
CA	male	white	18-29	college graduate	liberal	A
TX	female	white	45-64	some college	moderate	B
AR	female	white	45-64	some college	conservative	B
NJ	male	white	45-64	high school graduate	conservative	B
NJ	male	white	18-29	high school graduate	conservative	B
MS	female	white	30-44	college graduate	moderate	B
LA	male	white	45-64	college graduate	moderate	A
ND	male	white	45-64	college graduate	moderate	A
CA	female	black	30-44	college graduate	liberal	A
MD	female	white	18-29	college graduate	liberal	A
PA	female	hispanic	18-29	some college	liberal	B
FL	female	white	45-64	some college	moderate	A
CO	male	black	65+	college graduate	moderate	A
TN	male	white	45-64	high school graduate	conservative	B
IA	female	white	45-64	college graduate	moderate	B
IL	female	white	45-64	college graduate	liberal	A
NC	female	white	18-29	college graduate	conservative	B
TX	female	white	65+	some college	moderate	B
NY	female	white	45-64	some college	moderate	A
NY	male	black	18-29	some college	liberal	A
CA	male	other	65+	college graduate	moderate	A
MN	female	white	18-29	high school graduate	conservative	A
TX	male	white	65+	high school graduate	conservative	B
WI	male	white	30-44	college graduate	liberal	A
FL	female	black	18-29	some college	conservative	A
IN	female	white	30-44	college graduate	conservative	B
CA	female	white	30-44	some college	moderate	B
MA	female	white	18-29	high school graduate	liberal	A
PA	male	white	65+	college graduate	moderate	A
TX	male	white	30-44	some college	moderate	B
TX	male	white	18-29	some college	moderate	B
TX	female	white	65+	high school graduate	conservative	B
WI	female	white	45-64	college graduate	moderate	B
GA	female	white	30-44	college graduate	moderate	A
TX	male	hispanic	45-64	high school graduate	conservative	B
LA	male	white	45-64	college graduate	moderate	B
PA	male	black	45-64	some college	moderate	A
PA	female	white	45-64	college graduate	liberal	A
NY	female	white	30-44	college graduate	conservative	B
MN	female	white	30-44	college graduate	liberal	B
NY	female	white	45-64	some college	conservative	B
AL	female	other	45-64	some college	moderate	B
SD	male	white	30-44	college graduate	moderate	B
CA	male	white	45-64	college graduate	moderate	B
AZ	male	hispanic	18-29	college graduate	liberal	A
CA	female	hispanic	30-44	some college	moderate	A
GA	female	white	45-64	some college	conservative	B
TN	female	white	45-64	some college	moderate	B
VA	female	black	45-64	college graduate	conservative	A
WI	female	white	30-44	some college	liberal	A
IA	male	white	18-29	some college	liberal	A
MO	female	white	45-64	some college	moderate	A
NY	female	white	45-64	some college	conservative	B
NY	male	white	45-64	high school graduate	liberal	A
IN	female	white	65+	some college	conservative	B
IL	female	white	65+	high school graduate	moderate	A
OH	male	white	45-64	college graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
NY	male	white	18-29	college graduate	moderate	A
TX	male	white	45-64	college graduate	conservative	B
CA	male	white	18-29	some college	conservative	B
CA	male	other	65+	college graduate	conservative	B
NY	male	black	45-64	college graduate	conservative	A
OH	female	white	45-64	college graduate	conservative	B
PA	female	white	30-44	college graduate	conservative	A
MA	male	white	45-64	high school graduate	moderate	B
CA	female	white	18-29	college graduate	liberal	A
MO	male	white	65+	college graduate	liberal	A
CA	female	white	45-64	college graduate	moderate	A
CA	female	white	30-44	some college	conservative	B
MA	male	white	45-64	college graduate	moderate	A
CA	female	black	18-29	some college	liberal	A
CA	female	hispanic	18-29	some college	conservative	B
NY	male	white	45-64	high school graduate	moderate	A
WI	female	white	45-64	high school graduate	conservative	A
NJ	male	black	30-44	college graduate	moderate	A
PA	female	white	45-64	college graduate	liberal	A
MA	female	white	30-44	some college	conservative	B
CO	female	white	30-44	some college	conservative	B
