state	sex	race	age	education	ideology	vote
GA	male	white	30-44	high school graduate	liberal	A
NJ	male	white	30-44	college graduate	moderate	B
AR	male	black	30-44	some college	liberal	A
NC	male	black	18-29	didn't graduate from HS	conservative	A
OH	female	black	45-64	high school graduate	moderate	A
CA	female	black	18-29	some college	moderate	A
GA	male	black	18-29	college graduate	moderate	A
VA	female	white	45-64	some college	liberal	A
TX	male	white	65+	college graduate	moderate	B
TX	male	white	18-29	college graduate	conservative	B
MS	female	white	30-44	college graduate	conservative	B
MN	male	white	45-64	high school graduate	liberal	B
CA	male	other	45-64	college graduate	conservative	A
IN	female	white	45-64	high school graduate	conservative	B
TN	male	white	18-29	didn't graduate from HS	moderate	B
NY	male	white	45-64	some college	liberal	A
OR	male	white	45-64	college graduate	liberal	A
MI	female	other	45-64	some college	liberal	A
AZ	male	white	45-64	college graduate	moderate	B
CA	male	other	18-29	some college	moderate	A
LA	male	black	30-44	college graduate	liberal	A
MO	female	white	45-64	some college	moderate	A
AL	female	white	65+	some college	conservative	B
OH	male	white	45-64	some college	conservative	B
TX	male	other	30-44	college graduate	moderate	A
GA	male	white	30-44	some college	moderate	B
MI	female	white	18-29	college graduate	liberal	A
TX	female	white	30-44	some college	conservative	B
AZ	female	white	30-44	college graduate	liberal	B
NC	female	other	30-44	college graduate	liberal	A
MO	female	white	18-29	high school graduate	liberal	B
CA	male	white	65+	college graduate	moderate	A
OH	female	white	18-29	high school graduate	moderate	B
CA	female	black	45-64	high school graduate	conservative	A
PA	female	black	18-29	high school graduate	moderate	A
NE	female	white	30-44	college graduate	conservative	B
MI	female	white	65+	high school graduate	moderate	B
GA	male	white	65+	college graduate	conservative	B
GA	female	white	45-64	college graduate	moderate	B
WI	female	black	18-29	some college	liberal	A
FL	female	white	30-44	college graduate	moderate	B
NY	female	black	30-44	college graduate	liberal	A
LA	female	black	18-29	didn't graduate from HS	liberal	A
IL	male	white	45-64	college graduate	liberal	B
MD	male	black	45-64	some college	moderate	A
OH	female	black	18-29	some college	moderate	A
WA	male	black	18-29	didn't graduate from HS	conservative	A
PA	female	black	30-44	high school graduate	moderate	A
NJ	male	black	45-64	college graduate	conservative	B
MA	female	white	45-64	some college	conservative	B
GA	female	white	30-44	high school graduate	moderate	B
CA	female	white	18-29	college graduate	conservative	B
NC	male	white	18-29	college graduate	moderate	B
WA	female	white	65+	some college	moderate	A
OH	female	white	65+	some college	liberal	A
NV	female	white	45-64	college graduate	conservative	B
SD	male	white	18-29	some college	liberal	A
MA	female	white	45-64	high school graduate	moderate	B
MN	male	white	45-64	college graduate	conservative	B
CA	female	black	30-44	college graduate	moderate	A
CA	male	hispanic	65+	didn't graduate from HS	moderate	B
AZ	male	white	18-29	high school graduate	moderate	B
TX	male	hispanic	45-64	high school graduate	moderate	A
CA	male	white	65+	college graduate	moderate	B
UT	male	white	30-44	high school graduate	conservative	B
WV	male	white	65+	high school graduate	moderate	B
OH	female	white	45-64	college graduate	moderate	B
NY	male	white	65+	some college	conservative	B
IL	female	white	45-64	college graduate	moderate	B
OH	male	white	45-64	college graduate	conservative	B
WI	male	white	45-64	high school graduate	moderate	A
MN	female	white	18-29	college graduate	conservative	B
TX	male	hispanic	45-64	college graduate	moderate	B
NY	female	white	30-44	some college	moderate	B
TX	male	white	30-44	some college	moderate	B
FL	male	white	45-64	high school graduate	liberal	A
GA	female	white	30-44	college graduate	liberal	A
WA	female	other	65+	some college	liberal	A
PA	female	black	30-44	high school graduate	moderate	A
CA	female	hispanic	18-29	some college	conservative	B
CA	female	white	45-64	college graduate	moderate	A
MN	male	white	45-64	some college	moderate	A
TN	female	white	45-64	high school graduate	conservative	A
TX	male	white	45-64	college graduate	conservative	B
VA	male	black	18-29	college graduate	moderate	A
NY	female	white	65+	college graduate	moderate	A
FL	male	white	30-44	some college	conservative	B
NC	male	black	45-64	some college	moderate	A
CA	female	black	45-64	college graduate	moderate	A
OH	male	white	30-44	college graduate	moderate	A
NM	male	other	65+	high school graduate	moderate	A
MS	male	white	45-64	college graduate	conservative	B
NY	female	white	18-29	high school graduate	liberal	B
CA	female	white	65+	some college	conservative	B
PA	female	white	45-64	college graduate	moderate	B
MI	male	white	65+	high school graduate	conservative	B
GA	male	hispanic	18-29	high school graduate	liberal	A
VA	male	black	45-64	some college	moderate	A
TX	female	white	65+	high school graduate	conservative	B
ME	male	white	65+	high school graduate	conservative	B
AL	female	white	30-44	college graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	B
OH	female	black	30-44	some college	conservative	A
MI	female	hispanic	30-44	some college	moderate	A
NY	female	white	18-29	some college	liberal	A
DE	female	hispanic	65+	high school graduate	moderate	A
SC	male	white	45-64	college graduate	conservative	B
CA	male	black	18-29	high school graduate	conservative	A
UT	female	white	30-44	college graduate	moderate	A
MI	male	white	65+	high school graduate	conservative	B
IN	female	white	65+	college graduate	conservative	A
NY	female	other	18-29	college graduate	liberal	A
AZ	male	white	65+	college graduate	conservative	B
VA	female	white	45-64	college graduate	liberal	B
MI	female	hispanic	45-64	college graduate	moderate	B
MN	female	white	30-44	didn't graduate from HS	conservative	A
NY	female	white	45-64	high school graduate	moderate	A
NM	male	hispanic	30-44	college graduate	moderate	A
CA	male	white	30-44	college graduate	moderate	B
OH	male	white	45-64	college graduate	conservative	B
NY	male	white	45-64	college graduate	moderate	A
IL	male	black	45-64	some college	liberal	A
NY	female	white	45-64	college graduate	conservative	B
NY	male	black	45-64	high school graduate	moderate	A
TX	male	white	30-44	college graduate	conservative	B
IN	female	white	18-29	high school graduate	liberal	A
WI	male	black	30-44	college graduate	liberal	A
OH	female	white	45-64	college graduate	liberal	A
NY	female	white	30-44	college graduate	moderate	A
VA	female	white	45-64	high school graduate	conservative	B
MA	male	hispanic	30-44	high school graduate	moderate	A
VA	male	white	18-29	college graduate	moderate	B
MA	male	white	45-64	some college	moderate	A
MI	female	white	65+	high school graduate	conservative	B
VA	female	white	30-44	college graduate	liberal	A
OH	female	white	45-64	college graduate	conservative	B
PA	female	white	18-29	college graduate	moderate	A
FL	male	hispanic	45-64	high school graduate	moderate	A
NY	male	black	45-64	college graduate	moderate	A
MD	female	white	45-64	some college	liberal	B
PA	female	white	65+	high school graduate	liberal	A
KY	male	white	45-64	college graduate	moderate	B
NC	male	white	65+	some college	moderate	B
NC	female	white	65+	high school graduate	conservative	B
FL	male	white	45-64	college graduate	conservative	B
GA	male	white	45-64	high school graduate	conservative	B
KS	male	white	45-64	college graduate	conservative	B
CA	male	other	45-64	college graduate	liberal	A
NY	male	black	30-44	some college	liberal	A
OH	female	white	30-44	college graduate	conservative	B
IL	male	white	45-64	some college	conservative	B
CT	female	white	45-64	college graduate	conservative	B
OH	male	white	45-64	high school graduate	conservative	B
IA	male	other	18-29	high school graduate	moderate	A
IA	female	white	45-64	college graduate	moderate	A
FL	male	white	45-64	some college	conservative	B
WA	male	white	30-44	high school graduate	liberal	A
WI	male	white	30-44	college graduate	conservative	B
AL	male	white	30-44	some college	conservative	B
NC	female	white	45-64	high school graduate	conservative	B
KS	female	white	65+	some college	conservative	B
GA	male	white	18-29	some college	conservative	B
GA	female	white	30-44	some college	conservative	B
MI	male	white	65+	high school graduate	moderate	A
NY	female	black	45-64	college graduate	moderate	A
GA	female	white	65+	high school graduate	conservative	B
CA	female	other	45-64	college graduate	liberal	A
NY	female	white	45-64	college graduate	moderate	B
TX	female	white	45-64	some college	conservative	B
MO	male	other	18-29	some college	conservative	A
WV	female	white	30-44	some college	moderate	B
OR	male	white	45-64	college graduate	moderate	A
CA	male	white	45-64	college graduate	conservative	B
TX	female	hispanic	45-64	didn't graduate from HS	moderate	A
FL	female	white	30-44	some college	moderate	A
FL	female	hispanic	45-64	didn't graduate from HS	liberal	A
OH	male	white	45-64	college graduate	conservative	B
MD	female	white	45-64	college graduate	liberal	B
GA	male	black	65+	high school graduate	liberal	A
MI	male	black	30-44	high school graduate	liberal	A
NY	female	black	45-64	college graduate	conservative	A
TX	male	white	45-64	didn't graduate from HS	liberal	B
CA	female	white	45-64	college graduate	liberal	A
OH	male	white	45-64	college graduate	conservative	B
MI	male	white	45-64	some college	liberal	A
WI	male	white	45-64	didn't graduate from HS	moderate	A
OH	male	white	45-64	high school graduate	conservative	A
CA	male	hispanic	18-29	some college	liberal	A
OH	female	white	30-44	some college	moderate	B
OK	female	white	45-64	some college	moderate	A
PA	female	white	45-64	college graduate	conservative	B
FL	female	white	30-44	college graduate	moderate	B
MA	female	white	45-64	some college	moderate	B
MO	male	white	18-29	high school graduate	liberal	A
PA	female	white	18-29	some college	liberal	A
VA	male	white	45-64	some college	conservative	B
IL	male	other	65+	college graduate	moderate	B
OR	female	white	30-44	college graduate	moderate	A
IN	female	white	30-44	some college	moderate	A
CA	male	white	45-64	college graduate	moderate	A
CA	male	black	30-44	college graduate	moderate	A
FL	female	white	30-44	college graduate	moderate	B
NY	male	white	45-64	college graduate	conservative	B
CO	female	white	65+	some college	moderate	A
FL	male	hispanic	45-64	college graduate	conservative	B
NM	female	white	45-64	college graduate	moderate	A
MI	male	black	30-44	high school graduate	liberal	A
OH	male	black	45-64	high school graduate	conservative	A
NY	male	black	30-44	didn't graduate from HS	liberal	A
WA	female	white	30-44	high school graduate	conservative	B
CA	male	white	30-44	some college	moderate	B
ID	female	white	18-29	college graduate	liberal	A
GA	male	white	45-64	college graduate	moderate	A
MS	female	white	45-64	high school graduate	conservative	B
NY	male	white	65+	some college	moderate	A
NC	male	white	30-44	college graduate	conservative	B
MS	female	white	45-64	college graduate	moderate	B
MS	male	white	30-44	high school graduate	conservative	B
CA	female	white	18-29	college graduate	moderate	B
OH	female	black	30-44	some college	liberal	A
MS	male	white	65+	college graduate	conservative	B
MA	male	black	30-44	college graduate	moderate	A
KY	female	white	45-64	college graduate	moderate	B
TX	male	white	45-64	college graduate	moderate	B
SC	female	white	30-44	some college	conservative	B
OH	male	hispanic	18-29	didn't graduate from HS	conservative	B
IL	female	black	18-29	college graduate	moderate	A
PA	female	white	45-64	some college	moderate	B
IA	male	white	18-29	some college	liberal	A
CA	female	white	45-64	college graduate	moderate	A
PA	male	white	45-64	college graduate	moderate	A
LA	male	hispanic	65+	college graduate	conservative	B
TN	male	white	30-44	some college	moderate	B
VT	female	white	30-44	high school graduate	liberal	A
WI	male	white	18-29	some college	moderate	A
CA	female	black	18-29	some college	conservative	B
OH	male	white	65+	some college	moderate	A
OH	female	white	65+	some college	moderate	A
OH	female	black	65+	college graduate	moderate	A
MS	female	white	45-64	high school graduate	moderate	B
IN	female	black	18-29	high school graduate	moderate	A
AL	female	white	65+	college graduate	conservative	B
CO	male	white	45-64	some college	liberal	A
IN	female	white	45-64	some college	moderate	A
KY	male	white	45-64	some college	moderate	B
CA	female	hispanic	45-64	some college	conservative	A
NY	female	white	45-64	some college	conservative	B
CO	male	white	30-44	some college	moderate	A
OH	male	white	45-64	college graduate	liberal	A
GA	male	black	45-64	some college	liberal	A
SD	male	white	45-64	high school graduate	moderate	B
FL	female	hispanic	18-29	college graduate	moderate	A
NY	female	black	30-44	high school graduate	liberal	A
NV	female	white	45-64	college graduate	moderate	A
SC	male	white	30-44	college graduate	moderate	A
AZ	male	white	18-29	high school graduate	moderate	B
MA	male	white	45-64	high school graduate	moderate	A
TX	male	other	65+	high school graduate	moderate	B
IL	male	white	45-64	college graduate	moderate	B
FL	female	black	30-44	high school graduate	moderate	B
WI	female	black	18-29	college graduate	conservative	A
TX	female	black	18-29	some college	moderate	A
