state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
CA	male	white	30-44	some college	democrat	conservative	john mcCain	solid obama
PA	female	white	18-29	high school graduate	democrat	conservative	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MO	male	white	18-29	high school graduate	other	moderate	barack obama	solid romney
MO	female	hispanic	45-64	college graduate	democrat	liberal	barack obama	solid romney
NY	male	other	65+	college graduate	other	moderate	barack obama	solid obama
MN	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
NY	female	white	65+	high school graduate	democrat	liberal	barack obama	solid obama
LA	female	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
NE	female	white	65+	college graduate	democrat	moderate	barack obama	solid romney
AL	female	white	45-64	college graduate	democrat	liberal	barack obama	solid romney
FL	female	other	45-64	some college	democrat	moderate	barack obama	battleground
TN	male	white	45-64	college graduate	democrat	liberal	barack obama	solid romney
MI	male	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
NY	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
OH	male	white	30-44	college graduate	republican	moderate	john mcCain	battleground
OR	male	hispanic	30-44	some college	democrat	moderate	barack obama	solid obama
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
RI	female	white	45-64	college graduate	other	moderate	barack obama	solid obama
FL	female	white	65+	some college	other	conservative	john mcCain	battleground
TN	female	white	65+	high school graduate	democrat	moderate	john mcCain	solid romney
IL	male	white	45-64	high school graduate	democrat	liberal	barack obama	solid obama
MS	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid romney
KY	female	white	45-64	some college	other	conservative	john mcCain	solid romney
MI	female	other	45-64	some college	republican	liberal	john mcCain	quasi-battleground
FL	female	white	65+	college graduate	democrat	moderate	barack obama	battleground
NC	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
NY	female	other	30-44	high school graduate	other	liberal	john mcCain	solid obama
IL	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
NJ	male	white	30-44	college graduate	other	moderate	barack obama	solid obama
NC	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
NY	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
MO	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid romney
SD	female	white	65+	high school graduate	republican	conservative	john mcCain	solid romney
CA	female	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
VA	male	white	18-29	high school graduate	republican	moderate	john mcCain	battleground
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
MN	male	white	30-44	high school graduate	democrat	liberal	john mcCain	quasi-battleground
FL	female	white	30-44	some college	republican	conservative	john mcCain	battleground
NJ	male	white	30-44	college graduate	other	moderate	barack obama	solid obama
MO	female	white	45-64	high school graduate	other	conservative	john mcCain	solid romney
FL	female	other	45-64	high school graduate	republican	conservative	john mcCain	battleground
MD	female	black	45-64	college graduate	republican	moderate	barack obama	solid obama
LA	female	white	30-44	college graduate	other	moderate	john mcCain	solid romney
CA	female	hispanic	30-44	college graduate	democrat	moderate	john mcCain	solid obama
NY	female	white	45-64	some college	republican	conservative	john mcCain	solid obama
MS	female	white	18-29	some college	republican	moderate	john mcCain	solid romney
PA	female	black	30-44	some college	democrat	moderate	barack obama	quasi-battleground
TN	male	white	45-64	some college	other	moderate	john mcCain	solid romney
CO	female	white	18-29	high school graduate	other	moderate	john mcCain	battleground
MD	female	black	45-64	college graduate	democrat	moderate	barack obama	solid obama
GA	male	white	18-29	some college	other	moderate	barack obama	solid romney
MD	female	white	45-64	some college	democrat	liberal	john mcCain	solid obama
LA	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
CA	female	hispanic	30-44	high school graduate	democrat	moderate	barack obama	solid obama
IL	male	black	30-44	some college	other	moderate	barack obama	solid obama
CA	female	hispanic	65+	some college	democrat	moderate	barack obama	solid obama
CA	male	white	18-29	college graduate	democrat	moderate	barack obama	solid obama
SC	female	white	18-29	college graduate	republican	moderate	john mcCain	solid romney
LA	male	white	18-29	some college	other	moderate	john mcCain	solid romney
OR	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
UT	female	white	18-29	some college	republican	moderate	john mcCain	solid romney
CA	female	white	65+	some college	democrat	liberal	barack obama	solid obama
MI	female	white	30-44	high school graduate	democrat	moderate	barack obama	quasi-battleground
NM	female	hispanic	30-44	high school graduate	other	moderate	barack obama	quasi-battleground
NC	male	white	45-64	college graduate	other	conservative	john mcCain	quasi-battleground
OK	male	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
OK	female	white	45-64	college graduate	other	liberal	barack obama	solid romney
FL	female	black	30-44	high school graduate	democrat	moderate	barack obama	battleground
TX	female	white	18-29	some college	republican	conservative	barack obama	solid romney
MA	female	white	18-29	high school graduate	democrat	liberal	barack obama	solid obama
WA	female	white	45-64	some college	democrat	moderate	barack obama	solid obama
PA	female	other	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
CO	male	white	45-64	college graduate	democrat	liberal	barack obama	battleground
PA	male	black	30-44	college graduate	democrat	conservative	barack obama	quasi-battleground
NJ	male	other	45-64	college graduate	other	moderate	john mcCain	solid obama
IN	female	white	65+	high school graduate	democrat	liberal	barack obama	solid romney
OH	male	black	18-29	college graduate	democrat	moderate	barack obama	battleground
OH	male	white	18-29	some college	republican	conservative	john mcCain	battleground
CO	female	white	30-44	college graduate	republican	conservative	john mcCain	battleground
NY	male	white	65+	high school graduate	republican	conservative	john mcCain	solid obama
MD	female	black	45-64	high school graduate	democrat	liberal	barack obama	solid obama
MD	female	white	30-44	some college	democrat	liberal	barack obama	solid obama
MI	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
LA	male	black	45-64	college graduate	other	moderate	barack obama	solid romney
CA	female	hispanic	30-44	high school graduate	other	moderate	barack obama	solid obama
MO	male	white	30-44	college graduate	democrat	liberal	barack obama	solid romney
FL	female	hispanic	18-29	college graduate	other	liberal	barack obama	battleground
NC	female	hispanic	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
NJ	female	white	18-29	high school graduate	democrat	liberal	barack obama	solid obama
NV	male	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
TX	male	hispanic	45-64	high school graduate	other	conservative	john mcCain	solid romney
NM	female	other	45-64	some college	democrat	conservative	barack obama	quasi-battleground
FL	female	other	45-64	college graduate	other	moderate	barack obama	battleground
CT	female	hispanic	18-29	some college	democrat	moderate	barack obama	solid obama
OH	female	white	18-29	high school graduate	democrat	moderate	barack obama	battleground
MD	female	white	18-29	some college	republican	moderate	john mcCain	solid obama
MA	female	white	65+	college graduate	other	moderate	barack obama	solid obama
NJ	female	white	18-29	high school graduate	other	moderate	john mcCain	solid obama
FL	female	white	45-64	some college	republican	conservative	john mcCain	battleground
NJ	female	white	18-29	some college	democrat	liberal	barack obama	solid obama
WA	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
CA	male	hispanic	65+	high school graduate	republican	moderate	barack obama	solid obama
WI	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
MO	male	white	30-44	some college	democrat	moderate	barack obama	solid romney
CA	male	white	30-44	some college	other	moderate	barack obama	solid obama
TN	female	white	45-64	some college	democrat	moderate	john mcCain	solid romney
CA	female	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
MN	female	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
OH	male	white	45-64	college graduate	republican	moderate	barack obama	battleground
NY	female	white	18-29	college graduate	democrat	moderate	barack obama	solid obama
CA	male	hispanic	30-44	some college	other	liberal	barack obama	solid obama
NC	male	black	30-44	didn't graduate from HS	democrat	liberal	barack obama	quasi-battleground
MI	female	white	45-64	some college	other	conservative	john mcCain	quasi-battleground
AL	female	white	18-29	college graduate	republican	conservative	john mcCain	solid romney
WV	male	white	18-29	some college	republican	conservative	john mcCain	solid romney
MI	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
CA	male	white	18-29	some college	democrat	moderate	barack obama	solid obama
DE	male	black	30-44	college graduate	democrat	moderate	barack obama	solid obama
GA	female	white	30-44	some college	democrat	moderate	barack obama	solid romney
IL	male	white	65+	didn't graduate from HS	democrat	moderate	barack obama	solid obama
AZ	male	white	65+	some college	republican	conservative	john mcCain	solid romney
VT	male	white	30-44	some college	other	moderate	barack obama	solid obama
CA	male	white	18-29	some college	other	moderate	barack obama	solid obama
MN	female	hispanic	65+	high school graduate	democrat	moderate	barack obama	quasi-battleground
CA	female	white	18-29	some college	democrat	liberal	barack obama	solid obama
CO	male	white	45-64	high school graduate	democrat	moderate	barack obama	battleground
GA	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
NJ	female	white	65+	high school graduate	democrat	moderate	barack obama	solid obama
GA	male	black	30-44	college graduate	democrat	conservative	barack obama	solid romney
